id,country,area,well_name,field,block,state,latitude,longitude,northing,easting,northingWGS84,eastingWGS84,well_type,location,total_depth,result,rt_elevation,water_depth,ss_wellhead,platform,slot,spheroid,epsg_code,drilling_contractor_id,license_id,operator_id,region_id,rig_id,onhire_date,release_date,spud_date,total_days
2129358125,India,"Cambay Field",CBY-23Z,NULL,NULL,Gujarat,22.36787222222222,72.60874166666666,2475502.377,253762.837,2475502.377,253762.837,Appraisal,Land,NULL,Drilling,6.3,-13,0,NULL,NULL,NULL,NULL,NULL,2136970651,105,-46540572,NULL,NULL,NULL,NULL,NULL
2129358126,India,"KG Basin",KG-01,NULL,NULL,"Bay of Bengal",16.827166666666667,82.49308333333333,1861035.673,659088.665,1861035.673,659088.665,Exploration,Offshore,2620,"Dry Hole P&A",34.7,40.3,0,NULL,NULL,NULL,NULL,58,2136970660,106,-46540566,157,NULL,NULL,"2004-07-31 12:00:00.000000",NULL
2129358127,India,"KG Basin",K-YD-A,NULL,NULL,"Bay of Bengal",16.619075,82.3711111111111,0,0,1837916.546,646248.88,Exploration,Offshore,5100,Drilling,37.5,16.5,0,NULL,NULL,NULL,NULL,NULL,2136970659,63,-46540566,NULL,NULL,NULL,NULL,NULL
2129358128,India,"KG Basin",KG-11,NULL,NULL,"Bay of Bengal",16.91013333333333,82.46329722222222,1870192.536,655846.306,1870192.536,655846.306,Exploration,Offshore,2875,"Dry Hole P&A",32.15,46.2,0,NULL,NULL,NULL,NULL,58,2136970660,106,-46540566,157,"2004-11-21 02:00:00.000000","2005-01-06 12:00:00.000000","2004-11-23 08:30:00.000000",44
2129358129,India,"KG Basin",KG-08,"Deen Dayal West",NULL,"Bay of Bengal",16.669333333333334,82.42866666666667,1843520.552,652349.338,1843520.552,652349.338,Exploration,Offshore,5061,Gas,31.65,60,0,NULL,NULL,NULL,NULL,58,2136970660,106,-46540566,157,NULL,NULL,"2005-01-17 23:00:00.000000",NULL
2129358130,India,"KG Basin",KG-17,"Deen Dayal West",NULL,"Bay of Bengal",16.66935,82.42866027777778,1843522.391,652348.644,1843522.391,652348.644,Exploration,Offshore,5601,Gas,31.7,60,0,NULL,NULL,NULL,NULL,58,2136970660,106,-46540566,157,NULL,NULL,"2005-08-24 05:30:00.000000",NULL
2129358131,India,"KG Basin",KT-1,NULL,NULL,"Bay of Bengal",16.50758888888889,82.49699166666667,1825529.813,659748.311,1825676.5227711543,659770.2356211381,Exploration,Offshore,NULL,"Dry Hole P&A",15,594.42,1,NULL,NULL,NULL,NULL,NULL,1027067113,63,-46540566,NULL,NULL,NULL,NULL,NULL
2129358132,India,"Cambay Basin","South Dholasan 1",NULL,NULL,Gujarat,23.471352777777778,72.42833333333333,0,0,2598049.007,237315.012,Exploration,Land,2205,"Oil & Gas",3.8,-91.22,0,NULL,NULL,NULL,NULL,NULL,2136970661,103,-46540572,NULL,NULL,NULL,"1983-11-13 12:00:00.000000",NULL
2129358133,India,"Cambay Basin","South Dholasan 2",NULL,NULL,Gujarat,23.466941666666667,72.42964166666667,0,0,2597557.94,237439.978,Appraisal,Land,2900,Drilling,3.8,-93.77,0,NULL,NULL,NULL,NULL,NULL,2136970661,39,-46540572,NULL,NULL,NULL,NULL,NULL
2129358134,India,"Cambay Basin","Kanawara 2",NULL,NULL,Gujarat,22.541111111111114,72.53888888888889,0,0,2494807.216740121,246881.72138464352,Exploration,Land,2547,Oil,3.8,-12.1,0,NULL,NULL,NULL,NULL,46,2136970662,103,-46540572,158,NULL,"1971-01-24 12:00:00.000000","1970-11-15 12:00:00.000000",NULL
2129358135,India,"Cambay Basin","Kanawara 3",NULL,NULL,Gujarat,22.553694444444446,72.53944722222222,0,0,2496200.076,246962.136,Appraisal,Land,1802,Oil,3.4,-13.84,0,NULL,NULL,NULL,NULL,46,2136970662,103,-46540572,158,NULL,"1976-08-20 12:00:00.000000","1976-05-27 12:00:00.000000",NULL
2129358136,India,"Cambay Basin",TS-8,NULL,NULL,Gujarat,22.331583333333334,72.76572222222222,2471234.806,269874.176,2471234.806,269874.176,Exploration,Land,2983,Oil,9.15,-12.6,0,NULL,NULL,NULL,NULL,92,2136970652,106,-46540572,159,NULL,NULL,"2007-06-14 04:00:00.000000",NULL
2129358137,India,"Cambay Basin","North Kathana 1",NULL,NULL,Gujarat,22.347680555555556,72.77725833333334,0,0,2473000.001704568,271089.0996835951,Exploration,Land,2105,Oil,3.4,-23.8,0,NULL,NULL,NULL,NULL,46,2136970663,103,-46540572,158,NULL,NULL,"1975-05-03 20:45:00.000000",NULL
2129358138,India,"Cambay Basin","North Kathana 3",NULL,NULL,Gujarat,22.34373611111111,72.77470833333334,2472363.678,270851.802,2472567.0319983973,270819.93742860993,Appraisal,Land,2100.7,"Dry Hole P&A",3.92,-20.38,0,NULL,NULL,NULL,NULL,46,2136970663,103,-46540572,160,NULL,"1982-10-25 22:00:00.000000","1982-06-28 13:15:00.000000",NULL
2129358139,India,"KG Basin",KG-15,"Deen Dayal Wet",NULL,"Bay of Bengal",16.669311666666665,82.42865777777777,1843518.148,652348.407,1843518.148,652348.407,Appraisal,Offshore,5745,Gas,32,60,0,NULL,5,NULL,NULL,58,2136970660,106,-46540566,157,NULL,NULL,"2006-07-14 11:30:00.000000",NULL
2129358140,India,"KG Basin",KG-28,"Deen Dayal West",NULL,"Bay of Bengal",16.669347222222225,82.4287,1843522.114,652352.882,1843522.114,652352.882,Appraisal,Offshore,5354,Gas,32.5,60,0,NULL,NULL,NULL,NULL,58,2136970660,106,-46540566,157,"2007-04-02 17:30:00.000000","2007-11-21 12:00:00.000000","2007-06-02 03:30:00.000000",NULL
2129358143,Philippines,Mahanagdong,MG5D,LGPF,NULL,Leyte,11.116471944444443,124.67584666666667,0,0,1229374.027,683028,Development,Land,2914.4,Drilling,8.99,-708.17,0,NULL,NULL,NULL,NULL,93,NULL,108,1909380748,162,NULL,"1983-03-30 23:30:00.000000","1982-12-05 15:30:00.000000",NULL
2129358145,India,"Cambay Basin",AL-2,NULL,NULL,Gujarat,23.65361111111111,72.31694444444445,2618449.617,226309.778,2618449.617,226309.778,Exploration,Land,3000,Drilling,9.45,-84.1,0,NULL,NULL,NULL,NULL,94,2136970664,109,-46540572,161,NULL,NULL,"2008-08-08 10:00:00.000000",NULL
2129358146,Philippines,Mahanagdong,MG38D,LGPF,NULL,Leyte,11.122812777777778,124.69136222222222,1230085.032,684718.998,1230085.032,684718.998,Development,Land,2954,Drilling,9.2,-990.3,0,MG-F,A,NULL,NULL,93,NULL,108,1909380748,163,NULL,"2005-02-14 23:45:00.000000","2004-10-25 20:45:00.000000",112
2129358147,Philippines,BacMan,PAL22D,Palayan,NULL,Bicol,13.049661111111112,123.94182222222223,1442817.088,602116.297,1442817.088,602116.297,Appraisal,Land,2800,Drilling,9.2,-700.55,0,H,NULL,NULL,NULL,93,NULL,108,1909380748,162,NULL,NULL,"2008-06-19 05:30:00.000000",NULL
2129358148,Philippines,BacMan,PAL18D,Palayan,NULL,Bicol,13.0521325,123.94044638888889,1443089.871,601966.098,1443089.871,601966.098,Appraisal,Land,3000,Drilling,9.2,-700,0,NULL,NULL,NULL,NULL,93,NULL,108,1909380748,163,NULL,NULL,"1991-12-14 01:30:00.000000",NULL
2129358149,Philippines,Pabunsuran,PS-2RD,MGPF,NULL,Mindanao,6.999134166666667,125.25544,774251.012,749178.996,774251.012,749178.996,Development,Land,2650,"Water Injector",12.76,-1739,0,NULL,NULL,NULL,NULL,93,NULL,108,1909380748,163,NULL,"2008-09-22 17:00:00.000000","2008-04-11 12:00:00.000000",165
2129358150,India,Tapti-Daman,B-12-8,NULL,NULL,Maharashtra,20.008505555555555,71.89884944444445,2215049.534,803318.302,2215049.534,803318.302,Exploration,Offshore,2830,"Dry Hole P&A",35,31.4,0,NULL,NULL,NULL,NULL,72,2136970665,63,153800183,164,NULL,"2004-04-20 12:00:00.000000","2004-02-25 12:00:00.000000",55
2129358154,India,Tapti-Daman,C-23-5,NULL,NULL,Maharashtra,20.57805722222222,72.19707166666667,2278722.259,833323.803,2278722.259,833323.803,Exploration,Offshore,2734,"Gas & Condensate",30.48,21.94,0,NULL,NULL,NULL,NULL,11,2136970665,63,153800183,26,NULL,"1994-08-16 12:00:00.000000","1994-05-21 12:00:00.000000",51
2129358157,India,Tapti-Daman,C-26-3,NULL,NULL,Maharashtra,20.14690277777778,71.95356944444444,2230480.584,808776.204,2230480.584,808776.204,Exploration,Offshore,2540,"Dry Hole P&A",30.7,27.12,0,NULL,NULL,NULL,NULL,NULL,2136970665,63,153800183,NULL,NULL,"1995-10-27 12:00:00.000000","1995-09-21 12:00:00.000000",37
2129358158,India,Tapti-Daman,C-36-1,NULL,NULL,Maharashtra,20.474593333333335,72.17929916666667,2267222.558,831692.684,2267222.558,831692.684,Exploration,Offshore,2631,"Dry Hole P&A",36.89,18.5,0,NULL,NULL,NULL,NULL,46,2136970665,63,153800183,98,NULL,"1990-06-10 12:00:00.000000","1990-04-28 12:00:00.000000",25
2129358161,India,Tapti-Daman,SD-1-2,NULL,NULL,Maharashtra,20.076590555555555,70.08996388888889,2220329.003,613965.964,2220329.003,613965.964,Exploration,Offshore,2580,"Dry Hole P&A",34.24,32,0,NULL,NULL,NULL,NULL,NULL,2136970665,63,153800183,NULL,NULL,"1991-10-20 12:00:00.000000","1991-09-22 12:00:00.000000",29
2129358162,India,"KG Basin",GD-7-1,NULL,NULL,"Bay of Bengal",16.059150000000002,81.73788888888889,1775618.835,578926.485,1775618.835,578926.485,Exploration,Offshore,3822,Drilling,15,613.14,1,NULL,NULL,NULL,NULL,73,-634050871,63,-46540566,25,"2009-01-07 11:30:00.000000",NULL,"2009-01-09 01:45:00.000000",NULL
2129358167,India,"KG Basin",YS-5-1,NULL,NULL,"Bay of Bengal",16.569074999999998,82.37115555555555,1832384.212,646291.439,1832384.212,646291.439,Exploration,Offshore,NULL,"Dry Hole P&A",31,17.5,0,NULL,NULL,NULL,NULL,NULL,NULL,63,-46540566,NULL,NULL,NULL,NULL,NULL
2129358175,India,"KG Basin",KG-21,"Deen Dayal NW",NULL,"Bay of Bengal",16.669329444444443,82.42867333333334,1843520.127,652350.052,1843520.127,652350.052,Exploration,Offshore,5656,Gas,32.65,57,0,"Deen Dayal",2,NULL,NULL,58,2136970660,106,-46540566,157,"2008-08-31 01:30:00.000000","2009-09-22 09:30:00.000000","2008-09-22 07:30:00.000000",NULL
2129358176,India,"KG Basin",KG-BRU-1,NG,NULL,"Bay of Bengal",17.10977777777778,82.53587222222222,1892343.714,663404.026,1892343.714,663404.026,Exploration,Offshore,2535.9,"Dry Hole P&A",30.65,30.5,0,NULL,NULL,NULL,NULL,58,2136970660,106,-46540566,157,NULL,"2008-09-06 04:00:00.000000","2008-07-01 09:30:00.000000",NULL
2129358182,Egypt,Egypt,"Aztec North 1",NULL,NULL,,31.88855861111111,29.91703111111111,1019895.527,512539.572,3532230.4517037934,208382.80819076137,Exploration,Offshore,1850,"Dry Hole P&A",23,932,1,NULL,NULL,NULL,NULL,75,2136970591,20,1909380744,119,NULL,NULL,"2002-05-28 12:30:00.000000",17
2129358205,Philippines,Tiwi,Bar-08,NULL,NULL,Albay,13.463438888888888,123.6161361111111,0,0,1488470.094,566689.645,NULL,Land,NULL,"Drilling Suspended",NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,115,1909380748,NULL,NULL,NULL,NULL,NULL
2129358206,Philippines,Tiwi,Nag-64,NULL,NULL,Albay,13.464255555555555,123.64479444444444,0,0,1488568.3623822145,569791.457813184,NULL,Land,NULL,Drilling,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,115,1909380748,NULL,NULL,NULL,NULL,NULL
2129358207,Philippines,Tiwi,Bar-12,NULL,NULL,Albay,13.459630555555556,123.61151111111111,0,0,1488047.6596035548,566190.0710557906,NULL,Land,NULL,Drilling,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,115,1909380748,NULL,NULL,NULL,NULL,NULL
2129358208,Philippines,Tiwi,Kap-01,NULL,NULL,Albay,13.457427777777777,123.62558333333332,1487807.869,567713.924,1487807.869,567713.924,NULL,Land,NULL,Drilling,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,115,1909380748,NULL,NULL,NULL,NULL,NULL
2129358209,Philippines,Tiwi,Kap-19,NULL,NULL,Albay,13.457066666666666,123.62480833333333,1487767.718,567630.135,1487767.718,567630.135,NULL,Land,NULL,Drilling,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,115,1909380748,NULL,NULL,NULL,NULL,NULL
2129358211,Philippines,Tiwi,Kap-31,NULL,NULL,Albay,13.457066666666666,123.62519166666667,0,0,1487767.824,567671.629,NULL,Land,NULL,Drilling,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,115,1909380748,NULL,NULL,NULL,NULL,NULL
2129358212,Philippines,Tiwi,Kap-33,NULL,NULL,Albay,13.457313888888889,123.62537777777777,0,0,1487795.216,567691.705,NULL,Land,NULL,Drilling,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,115,1909380748,NULL,NULL,NULL,NULL,NULL
2129358216,India,"Andaman East",AN-1-1,NULL,NULL,Andaman,11.827163888888888,92.86840833333332,0,0,1307445.248179261,485665.9779589847,Exploration,Offshore,3734,Gas,14.3,94.8,1,NULL,NULL,NULL,NULL,6,NULL,63,1909380751,41,"1980-03-14 12:00:00.000000","1980-06-26 19:00:00.000000","1980-03-18 10:30:00.000000",NULL
2129358217,India,"Andaman East",AN-1-2,NULL,NULL,Andaman,11.8418,92.85145555555556,1308960.876,483822.405,1309064.5919845114,483820.2020603261,Appraisal,Offshore,2882,"Dry Hole P&A",14.3,93.5,1,NULL,NULL,NULL,NULL,6,NULL,63,1909380751,41,NULL,NULL,"1981-03-22 12:00:00.000000",NULL
2129358220,India,"Andaman East",AN-14-1,NULL,NULL,Andaman,11.772194444444445,92.95652777777778,1301260.826,495264.361,1301363.913647209,495263.7164783668,Exploration,Offshore,2538,"Dry Hole P&A",14,77,1,NULL,NULL,NULL,NULL,46,NULL,63,1909380751,99,NULL,NULL,"1985-06-29 12:00:00.000000",NULL
2129358221,India,"Andaman East",AN-27-1,NULL,NULL,Andaman,11.860777777777777,93.16308333333333,1311060.099,517759.766,1311163.9869477279,517762.1837658924,Exploration,Offshore,2556,"Dry Hole P&A",14,175,1,NULL,NULL,NULL,NULL,46,NULL,63,1909380751,99,NULL,NULL,"1986-07-23 12:00:00.000000",NULL
2129358222,India,"Andaman East",AN-42-1,NULL,NULL,Andaman,12.436867777777778,93.02558833333333,1374753.417,502780.578,1374862.5136826264,502780.9567200053,Exploration,Offshore,3972,"Dry Hole P&A",14,52,1,NULL,NULL,NULL,NULL,46,NULL,63,1909380751,99,NULL,NULL,"1986-08-06 12:00:00.000000",NULL
2129358223,India,"Andaman East",AN-70-1,NULL,NULL,Andaman,11.845611111111111,92.84088888888888,0,0,1309486.6481308697,482669.4943087945,Exploration,Offshore,3500,"Dry Hole P&A",14,90,1,NULL,NULL,NULL,NULL,46,NULL,63,1909380751,99,NULL,NULL,"1986-11-16 12:00:00.000000",NULL
2129358229,India,Kerala-Konkan,OKKA,NULL,NULL,"Kerala Offshore",9.023171111111113,76.17889000000001,1005216.26,1290993.397,1005216.26,1290993.397,Planned,Offshore,5530,Drilling,NULL,65,1,NULL,NULL,NULL,NULL,NULL,2136970673,61,153800183,NULL,NULL,NULL,NULL,NULL
2129358230,India,Kerala-Konkan,CSP-1,NULL,NULL,"Arabian Sea",0,0,NULL,NULL,NULL,NULL,Exploration,Offshore,NULL,"Dry Hole P&A",17.3,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,63,153800183,NULL,NULL,NULL,NULL,NULL
2129358231,India,"Andaman East",OAEA,NULL,NULL,Andaman,12.625250000000001,93.11804583333333,1395697.009,512819.994,1395697.009,512819.994,Exploration,Offshore,4280,Drilling,30,300,1,NULL,NULL,NULL,NULL,NULL,2136970669,61,1909380751,NULL,NULL,NULL,NULL,NULL
2129358232,India,"Andaman East",OAEB,NULL,NULL,Andaman,13.005061666666666,93.1460725,1437700.017,515839.995,1437700.017,515839.995,Exploration,Offshore,4280,Drilling,30,370,1,NULL,NULL,NULL,NULL,NULL,2136970669,61,1909380751,NULL,NULL,NULL,NULL,NULL
2129358234,India,"Andaman West",OAWB,NULL,NULL,Andaman,12.751764722222223,92.48511944444445,1409740.009,444109.996,1409740.009,444109.996,Exploration,Offshore,NULL,Drilling,NULL,93,1,NULL,NULL,NULL,NULL,NULL,2136970670,61,1909380751,NULL,NULL,NULL,NULL,NULL
2129358238,India,"Andaman East",AOE-1,NULL,NULL,Andaman,12.77974138888889,93.12959111111111,1412669.666,514063.42,1412781.8755233926,514065.3371202074,Exploration,Offshore,4422,"Dry Hole P&A",12.7,387,1,NULL,NULL,NULL,NULL,17,NULL,61,1909380751,78,"1986-04-30 12:00:00.000000","1986-09-19 12:00:00.000000","1986-05-01 12:00:00.000000",NULL
2129358239,India,"Andaman East",AOE-2,NULL,NULL,Andaman,13.15356388888889,93.1799,1454009.228,519493.906,1454124.8401402568,519496.5656302793,NULL,Offshore,4984,"Dry Hole P&A",12.7,390,1,NULL,NULL,NULL,NULL,17,NULL,61,1909380751,78,"1986-09-20 12:00:00.000000","1987-05-01 12:00:00.000000","1986-09-22 12:00:00.000000",NULL
2129358240,India,"Andaman West",AOW-3,NULL,NULL,Andaman,13.668213888888888,92.79776666666666,1511042.028,478129.656,1511042.028,478129.656,Exploration,Offshore,4504,"Dry Hole P&A",30.3,36,0,NULL,NULL,NULL,NULL,54,NULL,61,1909380751,82,NULL,"1987-05-03 12:00:00.000000","1986-12-19 12:00:00.000000",134
